Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-May-2023,2.01,2.05,1.97,1.98,1.985570031447627604,723425,925,1436411.00,641736,88.71,0.08,-0.03
2-May-2023,2.00,2.06,2.00,2.02,2.012476830607896570,497963,881,1002139.00,383773,77.07,0.06,0.02
28-April-2023,2.00,2.03,1.99,2.02,2.014941251235305809,357199,510,719735.00,343567,96.18,0.04,0.02
27-April-2023,2.02,2.02,1.99,2.02,2.007118110236220472,317500,538,637260.00,256232,80.70,0.03,0.00
26-April-2023,2.00,2.02,1.98,2.00,1.999086487805131239,385326,597,770300.00,312149,81.01,0.04,0.00
25-April-2023,2.02,2.04,1.97,1.99,2.000170052716342066,499845,632,999775.00,395902,79.20,0.07,-0.03
24-April-2023,2.07,2.07,1.96,2.00,2.003653520445197193,454630,647,910921.00,371646,81.75,0.11,-0.07
21-April-2023,1.99,2.10,1.99,2.02,2.033731350755982777,319584,567,649948.00,220888,69.12,0.11,0.03
20-April-2023,2.03,2.05,1.99,2.00,2.013642477794011920,344952,524,694610.00,260685,75.57,0.06,-0.03
19-April-2023,2.04,2.07,2.00,2.03,2.028160487417081572,464161,566,941393.00,390819,84.20,0.07,-0.01
18-April-2023,2.05,2.05,1.99,2.03,2.020520269089638301,183136,531,370030.00,139188,76.00,0.06,-0.02
17-April-2023,2.10,2.10,2.02,2.02,2.045145227256972525,346216,618,708062.00,302147,87.27,0.08,-0.08
13-April-2023,2.05,2.05,2.00,2.03,2.025783278890807263,209089,534,423569.00,144325,69.03,0.05,-0.02
12-April-2023,2.09,2.09,1.98,2.03,2.022027483446033718,427239,642,863889.00,337108,78.90,0.11,-0.06
11-April-2023,2.15,2.15,2.00,2.06,2.069118389039007052,445945,753,922713.00,316720,71.02,0.15,-0.09
10-April-2023,2.20,2.20,2.05,2.08,2.101992088805441377,503843,666,1059074.00,420091,83.38,0.15,-0.12
6-April-2023,2.22,2.22,2.10,2.13,2.141326493194741822,559053,637,1197115.00,395950,70.83,0.12,-0.09
5-April-2023,2.26,2.26,2.08,2.13,2.138868259449519096,876579,1121,1874887.00,744581,84.94,0.18,-0.13
3-April-2023,2.00,2.16,1.99,2.11,2.112568862495859048,1630060,1341,3443614.00,1336264,81.98,0.17,0.11
31-March-2023,1.63,1.94,1.62,1.94,1.820759703207900661,1333863,1200,2428644.00,1162226,87.13,0.32,0.31
29-March-2023,1.61,1.69,1.57,1.62,1.614984704029451224,1234312,1108,1993395.00,1116201,90.43,0.12,0.01
28-March-2023,1.70,1.79,1.58,1.65,1.606481765535378095,11571878,2021,18590011.00,11326833,97.88,0.21,-0.05
27-March-2023,1.85,1.91,1.79,1.80,1.811335495074900109,637449,833,1154634.00,525110,82.38,0.12,-0.05
24-March-2023,1.93,1.93,1.82,1.85,1.858584515517552921,586626,965,1090294.00,477003,81.31,0.11,-0.08
23-March-2023,1.96,1.97,1.91,1.92,1.945072965768313414,548819,729,1067493.00,435797,79.41,0.06,-0.04
22-March-2023,1.96,2.00,1.95,1.97,1.971487077342858812,393611,589,775999.00,267192,67.88,0.05,0.01
21-March-2023,1.95,1.99,1.93,1.96,1.958568610621734351,398466,723,780423.00,315779,79.25,0.06,0.01
20-March-2023,2.00,2.04,1.78,1.94,1.937063723252879426,595952,951,1154397.00,476592,79.97,0.26,-0.06
17-March-2023,2.00,2.04,1.95,1.98,1.992264601804578039,382915,768,762868.00,307136,80.21,0.09,-0.02
16-March-2023,1.99,2.01,1.96,1.97,1.977931957281264712,807140,1088,1596468.00,697298,86.39,0.05,-0.02
15-March-2023,2.04,2.14,1.90,2.04,2.032839774232236135,879665,866,1788218.00,750818,85.35,0.24,0.00
14-March-2023,2.06,2.07,2.00,2.04,2.031276662231007713,569626,924,1157068.00,478744,84.05,0.07,-0.02
13-March-2023,2.05,2.10,2.05,2.07,2.077854952405150052,676964,841,1406633.00,590073,87.16,0.05,0.02
10-March-2023,2.15,2.18,1.77,2.11,2.117916554962738086,794511,910,1682708.00,620525,78.10,0.41,-0.04
9-March-2023,2.16,2.22,2.08,2.16,2.167726768785948369,614249,658,1331524.00,423477,68.94,0.14,0.00
8-March-2023,2.19,2.19,2.14,2.16,2.159796642785629770,384545,660,830539.00,287628,74.80,0.05,-0.03
6-March-2023,2.12,2.24,2.12,2.18,2.182501579818263064,821297,860,1792482.00,630938,76.82,0.12,0.06
3-March-2023,2.20,2.21,2.15,2.17,2.176131312282439945,678261,853,1475985.00,563328,83.05,0.06,-0.03
2-March-2023,2.22,2.22,2.15,2.19,2.182608846947674734,459797,701,1003557.00,340179,73.98,0.07,-0.03
1-March-2023,2.16,2.26,2.11,2.22,2.212032201135302560,418743,707,926273.00,373392,89.17,0.15,0.06
28-February-2023,2.14,2.21,2.09,2.14,2.128719279518042723,326004,739,693971.00,259355,79.56,0.12,0.00
27-February-2023,2.21,2.26,2.12,2.14,2.147283662515302797,618351,841,1327775.00,518818,83.90,0.14,-0.07
24-February-2023,2.20,2.28,2.18,2.21,2.215004921951905498,355550,605,787545.00,263524,74.12,0.10,0.01
23-February-2023,2.20,2.26,2.17,2.21,2.212196368646798675,449970,739,995422.00,388387,86.31,0.09,0.01
22-February-2023,2.26,2.30,2.15,2.18,2.188842122872054174,633651,928,1386962.00,504648,79.64,0.15,-0.08
21-February-2023,2.30,2.40,2.22,2.26,2.282243502885069195,656830,879,1499046.00,476462,72.54,0.18,-0.04
20-February-2023,2.39,2.44,2.32,2.33,2.340429627859428313,451926,805,1057701.00,390431,86.39,0.12,-0.06
17-February-2023,2.36,2.46,2.36,2.39,2.406361239778972609,537128,723,1292524.00,438656,81.67,0.10,0.03
16-February-2023,2.57,2.57,2.38,2.40,2.445866764147425504,1225541,1221,2997510.00,1078558,88.01,0.19,-0.17
15-February-2023,2.57,2.75,2.54,2.56,2.594024841631828856,993413,972,2576938.00,750110,75.51,0.21,-0.01
14-February-2023,2.53,2.56,2.38,2.45,2.476455328457767977,575523,834,1425257.00,420077,72.99,0.18,-0.08
13-February-2023,2.62,2.62,2.36,2.46,2.442754082911452589,704583,1151,1721123.00,582237,82.64,0.26,-0.16
10-February-2023,2.62,2.65,2.51,2.57,2.565296111979104658,1091918,1128,2801093.00,812827,74.44,0.14,-0.05
9-February-2023,2.85,2.94,2.60,2.66,2.815279058819008089,2497968,2508,7032477.00,1894792,75.85,0.34,-0.19
8-February-2023,2.66,2.84,2.60,2.78,2.721814000899592427,3048047,2601,8296217.00,2500030,82.02,0.24,0.12
7-February-2023,2.17,2.58,2.16,2.55,2.417736213511576413,1999367,1789,4833942.00,1631154,81.58,0.42,0.38
6-February-2023,2.03,2.18,2.00,2.15,2.092759657645153828,648450,1047,1357050.00,541192,83.46,0.18,0.12
3-February-2023,2.10,2.10,1.95,2.02,1.984258184281761937,1340252,1630,2659406.00,1096398,81.81,0.15,-0.08
2-February-2023,2.02,2.20,2.02,2.06,2.080282078556514202,1142235,1403,2376171.00,933266,81.71,0.18,0.04
1-February-2023,2.12,2.23,2.12,2.17,2.178043865971517106,950395,1152,2070002.00,765482,80.54,0.11,0.05
31-January-2023,2.20,2.26,2.18,2.22,2.208670106495245675,736277,876,1626193.00,525493,71.37,0.08,0.02
30-January-2023,2.16,2.28,2.16,2.20,2.199629535002554931,939360,1343,2066244.00,693391,73.82,0.12,0.04
27-January-2023,2.34,2.38,2.25,2.31,2.290275886642149065,942996,1342,2159721.00,820959,87.06,0.13,-0.03
25-January-2023,2.38,2.41,2.30,2.35,2.341433902020285209,631396,930,1478372.00,539605,85.46,0.11,-0.03
24-January-2023,2.37,2.43,2.37,2.40,2.395868729321291245,290758,588,696618.00,234422,80.62,0.06,0.03
23-January-2023,2.41,2.43,2.37,2.39,2.390917820040665440,575919,732,1376975.00,489559,85.00,0.06,-0.02
20-January-2023,2.43,2.43,2.40,2.42,2.411404960084910024,352373,659,849714.00,262684,74.55,0.03,-0.01
19-January-2023,2.40,2.45,2.34,2.43,2.406510371056121300,639472,711,1538896.00,409114,63.98,0.11,0.03
18-January-2023,2.45,2.47,2.39,2.41,2.413431722377515526,445036,740,1074064.00,340668,76.55,0.08,-0.04
17-January-2023,2.46,2.47,2.37,2.43,2.415032500544417410,638297,796,1541508.00,443574,69.49,0.10,-0.03
16-January-2023,2.47,2.47,2.40,2.41,2.421340944138835822,521364,810,1262400.00,359896,69.03,0.07,-0.06
13-January-2023,2.48,2.48,2.42,2.44,2.439882149075951177,475516,707,1160203.00,345017,72.56,0.06,-0.04
12-January-2023,2.43,2.50,2.40,2.42,2.429313413160496539,682725,891,1658553.00,513459,75.21,0.10,-0.01
11-January-2023,2.53,2.53,2.40,2.43,2.454322905523359472,645006,835,1583053.00,486289,75.39,0.13,-0.10
10-January-2023,2.55,2.57,2.35,2.48,2.458917352542683426,622197,869,1529931.00,453766,72.93,0.22,-0.07
9-January-2023,2.62,2.63,2.46,2.51,2.506212959716543849,647437,875,1622615.00,571389,88.25,0.17,-0.11
6-January-2023,2.60,2.67,2.36,2.50,2.430265937618444557,3200337,1999,7777670.00,2189531,68.42,0.31,-0.10
5-January-2023,2.70,2.72,2.55,2.62,2.641882992662917429,590698,901,1560555.00,473396,80.14,0.17,-0.08
4-January-2023,2.62,2.68,2.62,2.65,2.641943559321455039,292803,701,773569.00,218642,74.67,0.06,0.03
3-January-2023,2.75,2.75,2.60,2.66,2.644038268873714768,584914,902,1546535.00,523638,89.52,0.15,-0.09
2-January-2023,2.60,2.72,2.53,2.66,2.665550221895140607,717456,935,1912415.00,586918,81.81,0.19,0.06
30-December-2022,2.63,2.68,2.52,2.60,2.631136075315483741,599080,875,1576261.00,543278,90.69,0.16,-0.03
29-December-2022,2.72,2.72,2.60,2.62,2.640157116918029031,593698,871,1567456.00,544258,91.67,0.12,-0.10
28-December-2022,2.70,2.75,2.61,2.70,2.708605265721279383,636494,865,1724011.00,469084,73.70,0.14,0.00
27-December-2022,2.65,2.74,2.58,2.67,2.659438196388350848,786289,1069,2091087.00,616951,78.46,0.16,0.02
26-December-2022,2.30,2.56,2.30,2.56,2.515290550935277235,1329285,1359,3343538.00,944780,71.07,0.26,0.26
23-December-2022,2.50,2.50,2.30,2.33,2.360236288412505985,1854344,2100,4376690.00,1434037,77.33,0.20,-0.17
22-December-2022,2.61,2.72,2.43,2.54,2.519758603669754921,1643107,2261,4140233.00,1381050,84.05,0.29,-0.07
21-December-2022,2.70,2.79,2.65,2.69,2.718402889323715234,616338,975,1675455.00,566723,91.95,0.14,-0.01
20-December-2022,2.70,2.79,2.70,2.73,2.736542089079147968,580495,835,1588549.00,505707,87.12,0.09,0.03
19-December-2022,2.75,2.80,2.70,2.73,2.749822535641021438,793117,1075,2180931.00,614812,77.52,0.10,-0.02
16-December-2022,2.79,2.83,2.71,2.75,2.760353947645004218,694566,879,1917248.00,578070,83.23,0.12,-0.04
15-December-2022,2.80,2.80,2.74,2.76,2.767018140065023279,475522,946,1315778.00,428421,90.09,0.06,-0.04
14-December-2022,2.89,2.89,2.71,2.75,2.776562556625312571,662248,1118,1838773.00,515782,77.88,0.18,-0.14
13-December-2022,2.78,2.85,2.60,2.82,2.753042917135605750,787238,1184,2167300.00,610505,77.55,0.25,0.04
12-December-2022,2.87,2.90,2.68,2.77,2.746489554874921901,785869,1215,2158381.00,611546,77.82,0.22,-0.10
9-December-2022,2.90,2.97,2.70,2.81,2.855368530606015876,799418,1192,2282633.00,628860,78.66,0.27,-0.09
8-December-2022,3.00,3.00,2.85,2.90,2.908868880313785273,629730,970,1831802.00,451471,71.69,0.15,-0.10
7-December-2022,2.85,2.99,2.85,2.93,2.902335351244400519,1008799,1068,2927873.00,722116,71.58,0.14,0.08
6-December-2022,2.89,2.90,2.81,2.85,2.838774868904295225,509170,1017,1445419.00,445336,87.46,0.09,-0.04
5-December-2022,2.89,2.89,2.73,2.84,2.812446817687571819,938987,1371,2640851.00,714121,76.05,0.16,-0.05
2-December-2022,3.00,3.00,2.78,2.84,2.836596753476920262,1311865,1626,3721232.00,1039461,79.24,0.22,-0.16
1-December-2022,2.89,2.92,2.89,2.92,2.916108693347738265,688653,694,2008187.00,657156,95.43,0.03,0.03
30-November-2022,2.70,2.79,2.64,2.79,2.774585886136705879,978173,806,2714025.00,810441,82.85,0.15,0.09
29-November-2022,2.65,2.70,2.60,2.66,2.635907053989434048,698470,988,1841102.00,552528,79.11,0.10,0.01
28-November-2022,2.60,2.66,2.50,2.62,2.622796117275740913,755655,1215,1981929.00,666299,88.18,0.16,0.02
25-November-2022,2.65,2.67,2.60,2.61,2.620741270200690581,1099653,1107,2881906.00,836359,76.06,0.07,-0.04
24-November-2022,2.61,2.69,2.57,2.63,2.619328617915141625,522117,924,1367596.00,465254,89.11,0.12,0.02
23-November-2022,2.61,2.69,2.58,2.60,2.614115528193205933,1114914,1112,2914514.00,943013,84.58,0.11,-0.01
22-November-2022,2.62,2.67,2.55,2.60,2.608919484098683653,827290,1175,2158333.00,631417,76.32,0.12,-0.02
21-November-2022,2.70,2.75,2.62,2.64,2.662986860116131706,709367,1247,1889035.00,563261,79.40,0.13,-0.06
18-November-2022,2.88,2.89,2.69,2.75,2.799840805195144123,1149535,1479,3218515.00,,,0.20,-0.13
17-November-2022,2.51,2.76,2.51,2.76,2.723064291141225041,995036,955,2709547.00,889951,89.44,0.25,0.25
16-November-2022,2.63,2.63,2.63,2.63,2.629998855878875710,655525,1147,1724030.00,655516,100.00,0.00,0.00
15-November-2022,2.76,2.76,2.76,2.76,2.759999220797773213,462011,1008,1275150.00,462011,100.00,0.00,0.00
14-November-2022,3.00,3.01,2.86,2.90,2.908598480724294173,955192,1456,2778270.00,762931,79.87,0.15,-0.10
11-November-2022,3.25,3.29,3.01,3.01,3.046072710839373769,1400699,1651,4266631.00,1161471,82.92,0.28,-0.24
10-November-2022,3.16,3.16,3.10,3.16,3.159615677511638632,938899,578,2966560.00,796150,84.80,0.06,0.00
9-November-2022,3.01,3.01,3.01,3.01,3.009999483817684406,484325,511,1457818.00,470118,97.07,0.00,0.00
7-November-2022,2.84,2.87,2.82,2.87,2.867569678583583693,408411,496,1171147.00,402400,98.53,0.05,0.03
4-November-2022,2.68,2.74,2.62,2.74,2.726375571925488262,720155,1139,1963413.00,701792,97.45,0.12,0.06
3-November-2022,2.57,2.63,2.50,2.61,2.587209979239770795,558279,901,1444385.00,466930,83.64,0.13,0.04
2-November-2022,2.57,2.60,2.55,2.56,2.572258685527973463,423866,892,1090293.00,350946,82.80,0.05,-0.01
1-November-2022,2.57,2.61,2.54,2.56,2.569819209039548022,442500,1051,1137145.00,355984,80.45,0.07,-0.01
31-October-2022,2.59,2.66,2.55,2.57,2.578606375489034051,448844,1061,1157392.00,376092,83.79,0.11,-0.02
28-October-2022,2.76,2.76,2.53,2.59,2.605703535428290719,466167,1067,1214693.00,381981,81.94,0.23,-0.17
27-October-2022,2.67,2.69,2.62,2.66,2.655031146409428286,469396,1017,1246261.00,361830,77.08,0.07,-0.01
25-October-2022,2.68,2.74,2.64,2.69,2.683181098175260225,624363,1025,1675279.00,516988,82.80,0.10,0.01
24-October-2022,2.51,2.63,2.51,2.63,2.604725462254358649,284205,720,740276.00,,,0.12,0.12
21-October-2022,2.55,2.61,2.50,2.51,2.527338679246274626,951381,1380,2404462.00,859450,90.34,0.11,-0.04
20-October-2022,2.68,2.68,2.55,2.58,2.599274420245669339,782271,1295,2033337.00,637116,81.44,0.13,-0.10
19-October-2022,2.68,2.74,2.59,2.68,2.651533422620133304,959455,1284,2544027.00,749231,78.09,0.15,0.00
18-October-2022,2.79,2.79,2.60,2.67,2.705458391897178792,690130,1275,1867118.00,529871,76.78,0.19,-0.12
17-October-2022,2.71,2.80,2.69,2.70,2.718823450531358138,1073852,1419,2919614.00,913931,85.11,0.11,-0.01
14-October-2022,2.79,2.85,2.75,2.83,2.808851133276673844,767156,1033,2154827.00,647932,84.46,0.10,0.04
13-October-2022,2.95,2.95,2.71,2.73,2.736961930400038154,1509656,1649,4131871.00,1178215,78.05,0.24,-0.22
12-October-2022,2.99,2.99,2.78,2.85,2.858199537114279725,701253,1161,2004321.00,557990,79.57,0.21,-0.14
11-October-2022,2.96,3.00,2.87,2.92,2.919910606265326692,643893,1037,1880110.00,530887,82.45,0.13,-0.04
10-October-2022,3.10,3.10,2.96,2.97,2.989640591287372855,622912,1158,1862283.00,446737,71.72,0.14,-0.13
7-October-2022,2.92,3.02,2.87,2.99,2.952540509122897963,636585,1175,1879543.00,546708,85.88,0.15,0.07
6-October-2022,3.06,3.06,2.88,2.93,2.938158287510460012,613049,1383,1801235.00,506594,82.64,0.18,-0.13
4-October-2022,2.95,3.05,2.86,2.96,2.955382007343279385,739724,1309,2186167.00,533969,72.18,0.19,0.01
3-October-2022,3.07,3.20,2.95,2.99,3.027258729826829129,473463,1163,1433295.00,397371,83.93,0.25,-0.08
30-September-2022,3.09,3.09,3.01,3.06,3.052017168453486847,480649,1009,1466949.00,372100,77.42,0.08,-0.03
29-September-2022,2.93,3.00,2.82,3.00,2.955130994523437101,510174,911,1507631.00,471134,92.35,0.18,0.07
28-September-2022,2.94,2.94,2.78,2.86,2.839123670662507985,665275,1052,1888798.00,551054,82.83,0.16,-0.08
27-September-2022,2.81,2.95,2.75,2.81,2.821485282673878854,918815,1551,2592423.00,652480,71.01,0.20,0.00
26-September-2022,2.95,2.98,2.83,2.85,2.855008241976485541,1208448,1902,3450129.00,,,0.15,-0.10
23-September-2022,3.00,3.08,2.90,2.97,2.983001930360312965,954226,1492,2846458.00,792918,83.10,0.18,-0.03
22-September-2022,3.15,3.15,3.02,3.04,3.067568227575390860,737092,1142,2261080.00,591328,80.22,0.13,-0.11
21-September-2022,3.05,3.18,3.00,3.07,3.070140402737202523,606897,1104,1863259.00,505748,83.33,0.18,0.02
20-September-2022,3.15,3.18,3.00,3.05,3.069581258951594985,1381737,1603,4241354.00,1124582,81.39,0.18,-0.10
19-September-2022,3.24,3.33,3.07,3.08,3.126669823726553787,1041053,1809,3255029.00,832005,79.92,0.26,-0.16
16-September-2022,3.39,3.39,3.20,3.22,3.243439706764972020,761437,1394,2469675.00,601365,78.98,0.19,-0.17
15-September-2022,3.30,3.33,3.26,3.28,3.290565806181766269,798542,1265,2627655.00,619409,77.57,0.07,-0.02
14-September-2022,3.25,3.42,3.25,3.32,3.331160574101778866,810797,1135,2700895.00,673961,83.12,0.17,0.07
13-September-2022,3.44,3.44,3.27,3.31,3.329342585893342880,1477501,1864,4919107.00,1345869,91.09,0.17,-0.13
12-September-2022,3.47,3.47,3.38,3.39,3.405857181796387782,913511,1400,3111288.00,793997,86.92,0.09,-0.08
9-September-2022,3.44,3.50,3.40,3.42,3.432826863322882918,573183,1171,1967638.00,,,0.10,-0.02
8-September-2022,3.37,3.46,3.37,3.43,3.428212848812887031,774484,1226,2655096.00,616395,79.59,0.09,0.06
7-September-2022,3.36,3.48,3.35,3.37,3.412806790348206010,966784,1234,3299447.00,787863,81.49,0.13,0.01
6-September-2022,3.35,3.45,3.35,3.36,3.378091931182777930,968246,1528,3270824.00,808899,83.54,0.10,0.01
5-September-2022,3.49,3.50,3.35,3.37,3.402039687047657438,1364425,2025,4641828.00,1127049,82.60,0.15,-0.12
2-September-2022,3.40,3.58,3.32,3.49,3.444512382527238962,924044,1581,3182881.00,,,0.26,0.09
1-September-2022,3.54,3.54,3.25,3.43,3.420433102059935650,975613,1433,3337019.00,753144,77.20,0.29,-0.11
30-August-2022,3.63,3.63,3.38,3.42,3.425415696334320391,2182242,2205,7475086.00,1640803,75.19,0.25,-0.21
29-August-2022,3.50,3.65,3.39,3.51,3.449959177008491182,857360,1506,2957857.00,669898,78.13,0.26,0.01
26-August-2022,3.65,3.87,3.53,3.56,3.614463641506459301,1401777,1858,5066672.00,1157154,82.55,0.34,-0.09
25-August-2022,3.69,3.71,3.56,3.71,3.704142274019710087,925313,964,3427491.00,797981,86.24,0.15,0.02
24-August-2022,3.48,3.70,3.48,3.54,3.518127268979075920,2178017,2020,7662541.00,1458888,66.98,0.22,0.06
23-August-2022,3.66,3.66,3.66,3.66,3.659998351382262933,388204,798,1420826.00,388204,100.00,0.00,0.00
22-August-2022,4.23,4.23,3.85,3.85,3.909574994365872025,727708,931,2845029.00,682594,93.80,0.38,-0.38
19-August-2022,4.42,4.46,4.05,4.05,4.171214831587885649,3533000,3448,14736902.00,2853791,80.78,0.41,-0.37
18-August-2022,4.26,4.26,4.10,4.26,4.248989257864587222,4780893,3752,20313963.00,,,0.16,0.00
17-August-2022,3.67,3.88,3.62,3.88,3.816455960720987450,3301916,1182,12601617.00,2533665,76.73,0.26,0.21
16-August-2022,3.38,3.63,3.38,3.53,3.520944640276083044,1474339,1962,5191066.00,1259249,85.41,0.25,0.15
12-August-2022,3.34,3.45,3.13,3.31,3.378678908331377306,924493,1377,3123565.00,763946,82.63,0.32,-0.03
11-August-2022,3.35,3.38,3.25,3.33,3.293183663884621782,817624,1181,2692586.00,691034,84.52,0.13,-0.02
10-August-2022,3.26,3.30,3.17,3.22,3.228157969299488324,719988,1159,2324235.00,563565,78.27,0.13,-0.04
8-August-2022,3.27,3.29,3.17,3.25,3.228835851276428758,674029,1137,2176329.00,576810,85.58,0.12,-0.02
5-August-2022,3.13,3.28,3.13,3.20,3.191925161183569026,676868,1393,2160512.00,523161,77.29,0.15,0.07
4-August-2022,3.25,3.30,3.18,3.22,3.227175725288347450,715543,1313,2309183.00,624511,87.28,0.12,-0.03
3-August-2022,3.20,3.42,3.20,3.25,3.289628744153322997,614024,933,2019911.00,489436,79.71,0.22,0.05
2-August-2022,3.38,3.38,3.23,3.32,3.295702709138790833,571104,1255,1882189.00,462778,81.03,0.15,-0.06
1-August-2022,3.35,3.35,3.20,3.24,3.275256054526601391,975964,1348,3196532.00,829819,85.03,0.15,-0.11
29-July-2022,3.23,3.35,3.11,3.28,3.272787397895455729,556415,1178,1821028.00,442471,79.52,0.24,0.05
28-July-2022,3.18,3.30,3.17,3.23,3.249374882578640836,516303,1203,1677662.00,432770,83.82,0.13,0.05
27-July-2022,3.20,3.23,3.12,3.16,3.184630950350214008,767959,1138,2445666.00,683666,89.02,0.11,-0.04
26-July-2022,3.34,3.34,3.15,3.23,3.232482191817986051,589757,984,1906379.00,523176,88.71,0.19,-0.11
25-July-2022,3.40,3.45,3.26,3.26,3.288132415076994678,1039942,1619,3419467.00,915146,88.00,0.19,-0.14
22-July-2022,3.60,3.60,3.35,3.43,3.455670151984484553,801266,1240,2768911.00,535931,66.89,0.25,-0.17
21-July-2022,3.72,3.72,3.42,3.49,3.539015045322867021,781173,1544,2764583.00,630573,80.72,0.30,-0.23
20-July-2022,3.50,3.58,3.40,3.58,3.543960593149385081,644964,1020,2285727.00,602364,93.39,0.18,0.08
19-July-2022,3.44,3.44,3.30,3.41,3.404829859630435051,565151,1022,1924243.00,475356,84.11,0.14,-0.03
18-July-2022,3.16,3.44,3.16,3.30,3.315526131387356694,589387,1216,1954128.00,486671,82.57,0.28,0.14
15-July-2022,3.26,3.38,3.23,3.32,3.285257060038907316,463666,1104,1523262.00,381402,82.26,0.15,0.06
14-July-2022,3.62,3.62,3.39,3.40,3.471331735505594847,680090,1191,2360818.00,570455,83.88,0.23,-0.22
13-July-2022,3.55,3.64,3.50,3.56,3.579784233129540718,521118,992,1865490.00,432866,83.06,0.14,0.01
12-July-2022,3.60,3.68,3.50,3.55,3.544732396391215269,500778,1184,1775124.00,438157,87.50,0.18,-0.05
11-July-2022,3.65,3.68,3.50,3.60,3.575769233801351234,634235,1277,2267878.00,501142,79.02,0.18,-0.05
8-July-2022,3.64,3.69,3.45,3.61,3.627251552574763319,704958,1240,2557060.00,606396,86.02,0.24,-0.03
7-July-2022,3.53,3.65,3.39,3.56,3.550730427777541269,610738,1072,2168566.00,458139,75.01,0.26,0.03
6-July-2022,3.79,3.79,3.46,3.56,3.596425692646567032,983799,1373,3538160.00,794273,80.74,0.33,-0.23
5-July-2022,3.55,3.64,3.55,3.64,3.630422047524151746,382374,530,1388179.00,362161,94.71,0.09,0.09
4-July-2022,3.25,3.47,3.15,3.47,3.371863655571469812,717037,1265,2417751.00,605926,84.50,0.32,0.22
1-July-2022,3.35,3.44,3.31,3.31,3.315280656992505182,451512,914,1496889.00,361909,80.15,0.13,-0.04
30-June-2022,3.66,3.66,3.48,3.48,3.509030016660127708,879345,1416,3085648.00,721298,82.03,0.18,-0.18
29-June-2022,3.56,3.66,3.50,3.66,3.641461635159806403,1459735,1429,5315569.00,992409,67.99,0.16,0.10
28-June-2022,3.49,3.49,3.35,3.49,3.465140801249052462,883870,1066,3062734.00,678914,76.81,0.14,0.00
27-June-2022,3.33,3.33,3.22,3.33,3.311162879479244893,717727,910,2376511.00,557857,77.73,0.11,0.00
24-June-2022,3.09,3.18,3.09,3.18,3.170793980101783503,348976,373,1106531.00,298818,85.63,0.09,0.09
23-June-2022,2.90,3.03,2.89,3.03,3.015406018826110415,448526,545,1352488.00,417399,93.06,0.14,0.13
