Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-March-2023,6.75,6.97,6.60,6.92,6.823689135141085385,27253,124,185966.00,25233,92.59,0.37,0.17
28-February-2023,6.80,7.30,6.60,6.75,6.777291428217898351,64654,179,438179.00,38624,59.74,0.70,-0.05
27-February-2023,7.30,7.50,6.67,7.29,6.965048690269494979,26494,121,184532.00,17178,64.84,0.83,-0.01
24-February-2023,7.36,7.79,7.36,7.40,7.499813456037806243,8041,60,60306.00,4965,61.75,0.43,0.04
23-February-2023,7.65,7.80,7.31,7.70,7.563188351689378383,21428,106,162064.00,12793,59.70,0.49,0.05
22-February-2023,7.50,7.73,7.32,7.59,7.534348377741526191,16551,94,124701.00,11069,66.88,0.41,0.09
21-February-2023,7.00,7.80,7.00,7.63,7.561823224406125648,41465,160,313551.00,27474,66.26,0.80,0.63
20-February-2023,7.30,7.70,7.03,7.22,7.259921078102896284,13431,100,97508.00,10436,77.70,0.67,-0.08
17-February-2023,7.62,7.62,7.00,7.32,7.299168602107105590,29709,129,216851.00,19237,64.75,0.62,-0.30
16-February-2023,7.57,7.90,7.50,7.77,7.670040485829959514,7904,64,60624.00,5520,69.84,0.40,0.20
15-February-2023,7.80,7.80,7.55,7.63,7.646027029617559666,10433,94,79771.00,6082,58.30,0.25,-0.17
14-February-2023,7.01,7.70,7.01,7.50,7.485116602414207166,15823,81,118437.00,14290,90.31,0.69,0.49
13-February-2023,7.55,7.89,7.42,7.46,7.505835543766578249,11310,79,84891.00,7742,68.45,0.47,-0.09
10-February-2023,7.30,7.89,7.12,7.68,7.608391157011457156,30985,138,235746.00,18988,61.28,0.77,0.38
9-February-2023,7.15,7.35,7.03,7.30,7.182108357832843343,11905,107,85503.00,9867,82.88,0.32,0.15
8-February-2023,7.20,7.50,7.15,7.23,7.301398413338711846,29748,145,217202.00,23832,80.11,0.35,0.03
7-February-2023,7.60,7.60,7.21,7.33,7.285556867375049193,25410,139,185126.00,20575,80.97,0.39,-0.27
6-February-2023,7.35,7.78,7.35,7.43,7.536413969335604770,28176,154,212346.00,21780,77.30,0.43,0.08
3-February-2023,8.32,8.32,7.73,7.73,7.804914933837429111,34385,159,268372.00,26867,78.14,0.59,-0.59
2-February-2023,7.94,8.19,7.74,8.13,7.961139097357869846,29181,109,232314.00,18129,62.13,0.45,0.19
1-February-2023,7.75,8.18,7.70,7.94,7.987529051641063431,17641,104,140908.00,12681,71.88,0.48,0.19
31-January-2023,7.80,8.09,7.62,7.89,7.788647044274053920,16172,120,125958.00,12572,77.74,0.47,0.09
30-January-2023,8.50,8.50,7.81,8.02,8.013706029302545405,14811,132,118691.00,12362,83.46,0.69,-0.48
27-January-2023,8.75,8.75,8.14,8.20,8.352720596851685481,25601,122,213838.00,19727,77.06,0.61,-0.55
25-January-2023,9.05,9.05,8.41,8.56,8.734437859583856036,23117,134,201914.00,16731,72.38,0.64,-0.49
24-January-2023,8.49,8.70,8.35,8.62,8.487862922417896239,12606,83,106998.00,8861,70.29,0.35,0.13
23-January-2023,8.50,8.89,8.50,8.66,8.668455775466845577,8943,68,77522.00,7428,83.06,0.39,0.16
20-January-2023,8.60,8.61,8.44,8.48,8.504316663951783678,12278,99,104416.00,11566,94.20,0.17,-0.12
19-January-2023,8.50,8.67,8.43,8.59,8.525338655055636187,16536,82,140975.00,11931,72.15,0.24,0.09
18-January-2023,8.45,8.95,8.40,8.58,8.542746634518786417,19908,129,170069.00,8047,40.42,0.55,0.13
17-January-2023,8.89,9.20,8.61,8.67,8.843373875585962245,31572,122,279203.00,18408,58.30,0.59,-0.22
16-January-2023,9.06,9.06,8.70,8.89,8.879416171282199990,20691,91,183724.00,14668,70.89,0.36,-0.17
13-January-2023,8.30,8.86,8.13,8.69,8.459620596205962059,22140,136,187296.00,15922,71.92,0.73,0.39
12-January-2023,8.37,8.88,8.37,8.44,8.497357359856839652,24029,101,204183.00,17381,72.33,0.51,0.07
11-January-2023,8.94,9.11,8.41,8.61,8.777576110407177836,29201,133,256314.00,23618,80.88,0.70,-0.33
10-January-2023,8.41,8.80,8.41,8.72,8.604734576757532281,16728,116,143940.00,11154,66.68,0.39,0.31
9-January-2023,8.61,8.98,8.30,8.65,8.598011914413620501,28369,164,243917.00,19137,67.46,0.68,0.04
6-January-2023,9.01,9.25,8.72,8.73,8.786268927138604891,30908,148,271566.00,20287,65.64,0.53,-0.28
5-January-2023,10.10,10.10,9.16,9.17,9.415104134856165638,32746,193,308307.00,24026,73.37,0.94,-0.93
4-January-2023,9.64,9.64,9.00,9.64,9.578216594017736359,106448,344,1019582.00,88614,83.25,0.64,0.00
3-January-2023,9.19,9.19,9.19,9.19,9.189972581276929103,15318,56,140772.00,15318,100.00,0.00,0.00
2-January-2023,8.76,8.76,8.76,8.76,8.759963232880309894,15231,104,133423.00,15230,99.99,0.00,0.00
30-December-2022,8.03,8.35,8.03,8.35,8.246389713155291790,10110,73,83371.00,10110,100.00,0.32,0.32
29-December-2022,8.19,8.19,8.19,8.19,8.189865689865689865,3276,43,26830.00,3276,100.00,0.00,0.00
28-December-2022,8.35,8.35,8.35,8.35,8.349879259458009122,3727,46,31120.00,3727,100.00,0.00,0.00
27-December-2022,8.52,8.52,8.52,8.52,8.519965024774118332,3431,36,29232.00,3431,100.00,0.00,0.00
26-December-2022,8.69,8.69,8.69,8.69,8.689934699392028822,4441,44,38592.00,4441,100.00,0.00,0.00
23-December-2022,8.86,8.86,8.86,8.86,8.859790491539081385,1241,22,10995.00,1241,100.00,0.00,0.00
22-December-2022,9.05,9.05,9.04,9.04,9.040888262248854423,2837,29,25649.00,2837,100.00,0.01,-0.01
21-December-2022,9.25,9.25,9.22,9.22,9.222631094756209751,1087,30,10025.00,1087,100.00,0.03,-0.03
20-December-2022,9.40,9.40,9.40,9.40,9.399979763229788525,9883,68,92900.00,9883,100.00,0.00,0.00
19-December-2022,9.60,9.60,9.59,9.59,9.592039800995024875,1608,38,15424.00,1608,100.00,0.01,-0.01
16-December-2022,9.78,9.78,9.78,9.78,9.779984301412872841,12740,49,124597.00,12740,100.00,0.00,0.00
15-December-2022,10.37,10.37,9.97,9.97,10.028573629081947011,25968,162,260422.00,25968,100.00,0.40,-0.40
14-December-2022,10.17,10.17,10.17,10.17,10.169910625620655412,10070,58,102411.00,10070,100.00,0.00,0.00
13-December-2022,9.98,9.98,9.98,9.98,9.979869631901840490,5216,51,52055.00,5216,100.00,0.00,0.00
12-December-2022,9.79,9.79,9.79,9.79,9.789928845101258894,9135,53,89431.00,9135,100.00,0.00,0.00
9-December-2022,9.60,9.60,9.60,9.60,9.599919527896995708,7456,45,71577.00,7456,100.00,0.00,0.00
8-December-2022,9.42,9.42,9.42,9.42,9.419763168640261331,2449,28,23069.00,2449,100.00,0.00,0.00
7-December-2022,9.24,9.24,9.24,9.24,9.239678096571028691,2858,18,26407.00,2858,100.00,0.00,0.00
6-December-2022,9.06,9.06,9.06,9.06,9.059922295277943813,6692,27,60629.00,6692,100.00,0.00,0.00
5-December-2022,8.89,8.89,8.89,8.89,8.889907352651291149,10146,58,90197.00,10146,100.00,0.00,0.00
2-December-2022,8.71,8.72,8.71,8.72,8.719816114202758286,12399,41,108117.00,12399,100.00,0.01,0.01
1-December-2022,8.55,8.55,8.55,8.55,8.549918875067604110,9245,43,79044.00,9245,100.00,0.00,0.00
30-November-2022,8.39,8.39,8.39,8.39,8.389906103286384976,4260,31,35741.00,4260,100.00,0.00,0.00
29-November-2022,7.97,8.29,7.97,8.23,8.191847932588673329,15309,109,125409.00,15309,100.00,0.32,0.26
28-November-2022,8.10,8.42,8.10,8.13,8.195659945659945659,27972,161,229249.00,27972,100.00,0.32,0.03
25-November-2022,8.26,8.58,8.26,8.26,8.370045634005024867,39006,196,326482.00,39006,100.00,0.32,0.00
24-November-2022,8.42,8.45,8.42,8.42,8.428251121076233183,4906,61,41349.00,4906,100.00,0.03,0.00
23-November-2022,8.59,8.93,8.59,8.59,8.641748209697698573,36586,183,316167.00,36586,100.00,0.34,0.00
22-November-2022,8.76,8.76,8.76,8.76,8.759846301633045148,4164,50,36476.00,4164,100.00,0.00,0.00
21-November-2022,8.93,8.93,8.93,8.93,8.929840756981306254,4333,38,38693.00,4333,100.00,0.00,0.00
18-November-2022,9.11,9.11,9.11,9.11,9.109818679438932603,2923,51,26628.00,2923,100.00,0.00,0.00
17-November-2022,9.29,9.29,9.29,9.29,9.289977856936555309,10387,70,96495.00,10387,100.00,0.00,0.00
16-November-2022,9.47,9.47,9.47,9.47,9.469938650306748466,8150,52,77180.00,8150,100.00,0.00,0.00
15-November-2022,9.70,9.70,9.66,9.66,9.685773100229045258,34491,87,334072.00,34491,100.00,0.04,-0.04
14-November-2022,9.85,10.14,9.85,9.85,9.857215706272310045,19610,91,193300.00,19610,100.00,0.29,0.00
11-November-2022,10.00,10.39,10.00,10.05,10.096023965141612200,18360,109,185363.00,18360,100.00,0.39,0.05
10-November-2022,10.10,10.40,10.02,10.20,10.206164807930607187,12912,118,131782.00,12912,100.00,0.38,0.10
9-November-2022,10.20,10.60,10.20,10.21,10.292280589365791159,18732,193,192795.00,18732,100.00,0.40,0.01
7-November-2022,10.22,10.43,10.03,10.40,10.319343252950230887,29235,141,301686.00,29235,100.00,0.40,0.18
4-November-2022,10.60,10.60,10.20,10.23,10.306682840758711954,18136,120,186922.00,18136,100.00,0.40,-0.37
3-November-2022,10.30,10.46,10.11,10.40,10.352197802197802197,29120,156,301456.00,29120,100.00,0.35,0.10
2-November-2022,10.29,10.70,10.29,10.31,10.408365494941066026,19174,120,199570.00,19174,100.00,0.41,0.02
1-November-2022,10.84,10.84,10.47,10.50,10.551540210874508993,24185,149,255189.00,24185,100.00,0.37,-0.34
31-October-2022,10.40,10.80,10.38,10.68,10.539635581254622470,14873,120,156756.00,14873,100.00,0.42,0.28
28-October-2022,10.95,10.95,10.50,10.59,10.668707581227436823,34625,206,369404.00,24618,71.10,0.45,-0.36
27-October-2022,10.90,10.95,10.61,10.72,10.739539339051682849,22967,158,246655.00,17624,76.74,0.34,-0.18
25-October-2022,10.60,11.20,10.60,10.86,10.765323533272082950,30476,195,328084.00,19666,64.53,0.60,0.26
24-October-2022,10.60,11.14,10.60,11.00,10.935545352161483149,11543,102,126229.00,10079,87.32,0.54,0.40
21-October-2022,10.65,11.25,10.65,10.81,10.841104250940316514,28182,185,305524.00,18338,65.07,0.60,0.16
20-October-2022,10.65,11.00,10.65,10.82,10.814763779527559055,10160,150,109878.00,7842,77.18,0.35,0.17
19-October-2022,10.75,10.95,10.61,10.72,10.773356946084218811,25410,207,273751.00,18584,73.14,0.34,-0.03
18-October-2022,11.30,11.30,10.25,10.93,10.890448379804069329,31848,305,346839.00,19374,60.83,1.05,-0.37
17-October-2022,10.99,10.99,10.70,10.78,10.836011432200698634,15745,177,170613.00,14963,95.03,0.29,-0.21
14-October-2022,10.99,11.31,10.35,11.07,11.159451559020044543,57472,343,641356.00,35014,60.92,0.96,0.08
13-October-2022,11.15,11.15,10.59,10.78,10.684466604041717850,41517,353,443587.00,34067,82.06,0.56,-0.37
12-October-2022,10.85,11.50,10.85,11.14,11.134639226382345648,52429,278,583778.00,30590,58.35,0.65,0.29
11-October-2022,11.50,11.50,11.10,11.39,11.288258767803263796,30823,222,347938.00,28753,93.28,0.40,-0.11
10-October-2022,11.96,11.96,11.33,11.68,11.545846173196654298,31802,269,367181.00,24207,76.12,0.63,-0.28
7-October-2022,11.75,12.25,11.65,11.92,11.878020982495105058,34219,248,406454.00,24319,71.07,0.60,0.17
6-October-2022,11.49,12.00,11.49,11.77,11.804875691608881586,41389,349,488592.00,28508,68.88,0.51,0.28
4-October-2022,11.00,11.57,11.00,11.49,11.154633810146700985,71097,430,793061.00,47630,66.99,0.57,0.49
3-October-2022,11.57,11.57,11.57,11.57,11.569962453066332916,15980,174,184888.00,15980,100.00,0.00,0.00
30-September-2022,13.45,13.45,12.17,12.17,12.812756736161548811,83987,414,1076105.00,76657,91.27,1.28,-1.28
29-September-2022,12.81,12.81,12.80,12.81,12.809834558823529411,76160,195,975597.00,65157,85.55,0.01,0.00
28-September-2022,12.10,12.20,12.10,12.20,12.177083876348850544,38366,138,467186.00,31034,80.89,0.10,0.10
27-September-2022,11.57,11.62,11.30,11.62,11.599543494800913010,31544,197,365896.00,31362,99.42,0.32,0.05
26-September-2022,11.07,11.07,10.55,11.07,11.054322541280555237,52446,251,579755.00,50443,96.18,0.52,0.00
23-September-2022,9.55,10.55,9.55,10.55,10.197370486293844463,108309,439,1104467.00,71713,66.21,1.00,1.00
22-September-2022,10.05,10.10,10.05,10.05,10.050017690545799891,53701,439,539696.00,49417,92.02,0.05,0.00
21-September-2022,11.12,11.12,10.57,10.57,10.623060796645702306,64395,464,684072.00,52724,81.88,0.55,-0.55
20-September-2022,11.90,11.90,11.12,11.12,11.151564960119037320,57797,473,644527.00,54262,93.88,0.78,-0.78
19-September-2022,12.05,12.45,11.70,11.70,11.829758179231863442,70300,518,831632.00,68510,97.45,0.75,-0.35
16-September-2022,12.77,12.77,12.16,12.31,12.315591710973753921,53227,369,655522.00,40574,76.23,0.61,-0.46
15-September-2022,12.35,12.74,12.20,12.44,12.389870103198644555,38954,348,482635.00,32967,84.63,0.54,0.09
14-September-2022,12.59,12.65,12.02,12.42,12.450698786591614560,67331,395,838318.00,48484,72.01,0.63,-0.17
13-September-2022,12.80,12.80,12.25,12.65,12.510375166002656042,60240,470,753625.00,51630,85.71,0.55,-0.15
12-September-2022,12.59,12.99,12.20,12.69,12.603305645881421326,59353,441,748044.00,59353,100.00,0.79,0.10
9-September-2022,12.50,13.00,12.50,12.66,12.692232258064516129,38750,304,491824.00,38750,100.00,0.50,0.16
8-September-2022,12.30,12.65,12.15,12.53,12.466040919637207340,47410,414,591015.00,47410,100.00,0.50,0.23
7-September-2022,12.35,12.69,12.00,12.45,12.431338576545709391,51368,412,638573.00,51368,100.00,0.69,0.10
6-September-2022,12.85,12.89,12.35,12.56,12.632481704599370264,69553,430,878627.00,69553,100.00,0.54,-0.29
5-September-2022,13.40,13.40,12.25,12.89,12.655888897249303995,93031,537,1177390.00,93031,100.00,1.15,-0.51
2-September-2022,12.20,13.10,12.20,12.86,12.648743192569134346,75469,527,954588.00,75469,100.00,0.90,0.66
1-September-2022,13.20,13.50,12.50,12.55,12.703578925351281495,133867,790,1700590.00,133867,100.00,1.00,-0.65
30-August-2022,13.45,13.70,13.00,13.15,13.274524639778932824,60796,530,807038.00,60796,100.00,0.70,-0.30
29-August-2022,14.40,14.40,13.15,13.55,13.604553079319434459,83460,562,1135436.00,83460,100.00,1.25,-0.85
26-August-2022,13.75,13.80,13.45,13.80,13.666331518541891732,93491,640,1277679.00,93491,100.00,0.35,0.05
25-August-2022,12.15,13.15,12.15,13.15,12.947644780552026085,65323,459,845779.00,65323,100.00,1.00,1.00
24-August-2022,12.85,13.00,12.45,12.55,12.621460985058107360,90350,720,1140349.00,90350,100.00,0.55,-0.30
23-August-2022,13.50,13.75,13.10,13.10,13.132613154418410623,115064,729,1511091.00,115064,100.00,0.65,-0.40
22-August-2022,13.95,14.30,13.55,13.75,13.735375971088278354,75817,638,1041375.00,75817,100.00,0.75,-0.20
19-August-2022,13.55,14.25,13.55,13.80,13.841428722877941904,113192,884,1566739.00,113192,100.00,0.70,0.25
18-August-2022,14.00,14.40,13.60,13.80,13.857824380062614918,140861,853,1952027.00,140861,100.00,0.80,-0.20
17-August-2022,14.50,15.00,14.00,14.25,14.236065615970242423,155389,1006,2212128.00,155389,100.00,1.00,-0.25
16-August-2022,15.80,16.20,14.70,14.70,15.124777758410318982,229480,1310,3470834.00,229480,100.00,1.50,-1.10
12-August-2022,14.95,15.85,14.35,15.45,14.906341648835250824,305173,1534,4549013.00,305173,100.00,1.50,0.50
11-August-2022,15.10,15.10,15.10,15.10,15.099995033153699058,80534,284,1216063.00,80534,100.00,0.00,0.00
10-August-2022,13.50,14.40,13.35,14.40,14.087773934497605340,165368,754,2329667.00,165368,100.00,1.05,0.90
8-August-2022,13.75,13.75,13.75,13.75,13.749991194392589200,56782,446,780752.00,56782,100.00,0.00,0.00
5-August-2022,14.45,14.45,14.45,14.45,14.449996795351122695,46807,412,676361.00,46807,100.00,0.00,0.00
4-August-2022,15.20,15.20,15.20,15.20,15.200000000000000000,44095,391,670244.00,44095,100.00,0.00,0.00
3-August-2022,15.95,16.85,15.95,15.95,16.005804840103040798,255821,956,4094621.00,255821,100.00,0.90,0.00
2-August-2022,16.75,16.75,16.75,16.75,16.750000000000000000,137740,808,2307145.00,137740,100.00,0.00,0.00
1-August-2022,17.25,18.10,16.40,17.60,17.616917306728084771,863589,3262,15213776.00,863589,100.00,1.70,0.35
29-July-2022,17.25,17.25,17.25,17.25,17.249991237601205706,57062,550,984319.00,57062,100.00,0.00,0.00
28-July-2022,18.15,18.15,18.15,18.15,18.149992086639987338,44229,356,802756.00,44229,100.00,0.00,0.00
27-July-2022,19.10,19.10,19.10,19.10,19.099977440216573920,26596,271,507983.00,26596,100.00,0.00,0.00
26-July-2022,20.10,20.10,20.10,20.10,20.099944998821403315,12727,210,255812.00,12727,100.00,0.00,0.00
25-July-2022,21.15,21.15,21.15,21.15,21.150000000000000000,19200,253,406080.00,19200,100.00,0.00,0.00
22-July-2022,23.90,24.35,22.25,22.25,22.954222086014914700,244725,1140,5617472.00,244725,100.00,2.10,-1.65
21-July-2022,23.40,23.40,23.40,23.40,23.399995554205351254,134959,180,3158040.00,134959,100.00,0.00,0.00
20-July-2022,22.30,22.30,22.30,22.30,22.299996852079201687,31767,159,708404.00,31767,100.00,0.00,0.00
19-July-2022,21.25,21.25,21.25,21.25,21.249996147148119037,129774,337,2757697.00,129774,100.00,0.00,0.00
18-July-2022,20.20,20.25,20.00,20.25,20.229994494640370478,277911,626,5622138.00,277911,100.00,0.25,0.05
15-July-2022,18.90,19.30,18.50,19.30,19.167688326324961169,844704,2571,16191023.00,844704,100.00,0.80,0.40
14-July-2022,16.70,18.40,16.70,18.40,18.019917459652175291,1135687,2501,20464986.00,1135687,100.00,1.70,1.70
13-July-2022,17.55,17.55,17.55,17.55,17.549988020672895916,29217,309,512758.00,29217,100.00,0.00,0.00
12-July-2022,18.45,18.45,18.45,18.45,18.449996342087936206,13669,278,252193.00,13669,100.00,0.00,0.00
11-July-2022,19.40,19.40,19.40,19.40,19.400000000000000000,13185,263,255789.00,13185,100.00,0.00,0.00
8-July-2022,20.40,20.40,20.40,20.40,20.399950146444818346,16047,268,327358.00,16047,100.00,0.00,0.00
7-July-2022,21.45,21.45,21.45,21.45,21.449926305174152509,12891,200,276511.00,12891,100.00,0.00,0.00
6-July-2022,22.55,22.55,22.55,22.55,22.549966783714529752,10537,190,237609.00,10537,100.00,0.00,0.00
5-July-2022,23.70,23.70,23.70,23.70,23.699985070170200059,13396,256,317485.00,13396,100.00,0.00,0.00
4-July-2022,24.90,24.90,24.90,24.90,24.899916286857036554,10751,227,267699.00,10751,100.00,0.00,0.00
1-July-2022,26.20,26.20,26.20,26.20,26.199976692693159305,8581,216,224822.00,8581,100.00,0.00,0.00
30-June-2022,27.55,27.55,27.55,27.55,27.549977074736359468,8724,202,240346.00,8724,100.00,0.00,0.00
29-June-2022,29.00,29.00,29.00,29.00,29.000000000000000000,12542,205,363718.00,12542,100.00,0.00,0.00
28-June-2022,30.50,30.50,30.50,30.50,30.500000000000000000,9496,203,289628.00,9496,100.00,0.00,0.00
27-June-2022,32.10,32.10,32.10,32.10,32.099967682861144026,18566,276,595968.00,18566,100.00,0.00,0.00
24-June-2022,33.75,33.75,33.75,33.75,33.749974957427626965,9983,242,336926.00,9983,100.00,0.00,0.00
23-June-2022,35.50,35.50,35.50,35.50,35.500000000000000000,6584,193,233732.00,6584,100.00,0.00,0.00
22-June-2022,37.35,37.35,37.35,37.35,37.349958779884583676,9704,218,362444.00,9704,100.00,0.00,0.00
21-June-2022,39.30,39.30,39.30,39.30,39.299958583557672395,9658,271,379559.00,9658,100.00,0.00,0.00
20-June-2022,41.35,41.35,41.35,41.35,41.349990571374693569,15909,226,657837.00,15909,100.00,0.00,0.00
17-June-2022,43.50,43.50,43.50,43.50,43.499968444304196907,15845,330,689257.00,15845,100.00,0.00,0.00
16-June-2022,45.75,45.75,45.75,45.75,45.749978768577494692,23550,449,1077412.00,23535,99.94,0.00,0.00
15-June-2022,48.15,48.15,48.15,48.15,48.149996962701980318,65848,968,3170581.00,65848,100.00,0.00,0.00
14-June-2022,55.80,55.95,50.65,50.65,55.626221409412965221,1556194,6101,86565192.00,711427,45.72,5.30,-5.15
13-June-2022,53.15,53.30,53.15,53.30,53.262628516575585850,1425108,5113,75904998.00,734253,51.52,0.15,0.15
10-June-2022,50.70,50.80,50.70,50.80,50.777929047064611849,1308924,5051,66464450.00,724576,55.36,0.10,0.10
9-June-2022,48.00,48.40,47.05,48.40,48.220460979875376577,2413511,6105,116380613.00,666170,27.60,1.35,0.40
8-June-2022,46.10,46.10,46.10,46.10,46.099998835191203363,686808,3132,31661848.00,628004,91.44,0.00,0.00
7-June-2022,43.65,43.95,40.15,43.95,43.172857950070203075,3036904,8109,131111825.00,1189214,39.16,3.80,0.30
6-June-2022,41.90,41.90,41.90,41.90,41.900000000000000000,386300,1034,16185970.00,384535,99.54,0.00,0.00
3-June-2022,39.95,39.95,39.95,39.95,39.949996841240760629,221606,198,8853159.00,221606,100.00,0.00,0.00
2-June-2022,38.05,38.05,38.05,38.05,38.049999540036735732,652226,2198,24817199.00,442198,67.80,0.00,0.00
1-June-2022,36.20,36.25,36.20,36.25,36.241559171276136155,377303,944,13674049.00,288667,76.51,0.05,0.05
31-May-2022,34.56,34.56,31.28,34.56,34.386223322712984555,2247886,4401,77296310.00,1008337,44.86,3.28,0.00
30-May-2022,32.92,32.92,32.92,32.92,32.919999153094117709,377846,1130,12438690.00,363606,96.23,0.00,0.00
27-May-2022,31.34,31.36,31.34,31.36,31.355325932514699596,346268,1034,10857346.00,292930,84.60,0.02,0.02
26-May-2022,29.87,29.87,29.85,29.87,29.869075646526941396,330458,901,9870475.00,285139,86.29,0.02,0.00
25-May-2022,28.45,28.45,28.40,28.45,28.443751550242902706,399131,752,11352783.00,307627,77.07,0.05,0.00
24-May-2022,27.10,27.10,24.52,27.10,26.916743951550158408,321322,743,8648942.00,276933,86.19,2.58,0.00
23-May-2022,25.81,25.81,23.37,25.81,25.604856181432654190,347104,637,8887548.00,238499,68.71,2.44,0.00
20-May-2022,24.59,24.59,24.59,24.59,24.589917695473251028,9720,8,239014.00,9720,100.00,0.00,0.00
19-May-2022,23.42,23.42,23.40,23.42,23.416713913142079600,17638,37,413024.00,17638,100.00,0.02,0.00
18-May-2022,22.31,22.31,22.21,22.31,22.303927917781219203,35515,78,792124.00,35515,100.00,0.10,0.00
17-May-2022,21.25,21.25,19.23,21.25,21.133069754759651627,124694,189,2635167.00,124694,100.00,2.02,0.00
16-May-2022,20.24,20.24,20.24,20.24,20.239996269004757018,10721,9,216993.00,10721,100.00,0.00,0.00
13-May-2022,19.28,19.28,19.28,19.28,19.279929577464788732,1704,9,32853.00,1704,100.00,0.00,0.00
12-May-2022,18.37,18.37,18.37,18.37,18.369992922859164897,28260,25,519136.00,28260,100.00,0.00,0.00
11-May-2022,17.50,17.50,15.84,17.50,16.719932866546036241,190665,225,3187906.00,190665,100.00,1.66,0.00
10-May-2022,16.67,16.67,16.67,16.67,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
9-May-2022,15.88,15.88,15.88,15.88,15.879993192482555736,41131,20,653160.00,41131,100.00,0.00,0.00
6-May-2022,15.13,15.13,15.13,15.13,15.130000000000000000,15600,21,236028.00,15600,100.00,0.00,0.00
5-May-2022,14.37,14.41,13.70,14.41,14.352343657035298190,92441,75,1326745.00,92441,100.00,0.71,0.04
4-May-2022,13.73,13.73,13.73,13.73,13.729411764705882352,255,2,3501.00,255,100.00,0.00,0.00
2-May-2022,13.08,13.08,13.08,13.08,13.000000000000000000,5,1,65.00,5,100.00,0.00,0.00
29-April-2022,12.46,12.46,12.46,12.46,12.460000000000000000,35000,19,436100.00,35000,100.00,0.00,0.00
28-April-2022,11.87,11.87,11.87,11.87,11.869977488232485162,14659,15,174002.00,14659,100.00,0.00,0.00
27-April-2022,11.31,11.31,11.31,11.31,11.310000000000000000,28900,11,326859.00,28900,100.00,0.00,0.00
26-April-2022,10.78,10.78,10.78,10.78,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
25-April-2022,10.27,10.27,10.27,10.27,10.268000000000000000,250,1,2567.00,250,100.00,0.00,0.00
22-April-2022,9.79,9.79,9.79,9.79,9.790000000000000000,8500,2,83215.00,8500,100.00,0.00,0.00
21-April-2022,9.33,9.33,9.33,9.33,9.328725038402457757,651,3,6073.00,651,100.00,0.00,0.00
20-April-2022,8.89,8.89,8.89,8.89,8.889671361502347417,852,3,7574.00,852,100.00,0.00,0.00
19-April-2022,8.47,8.47,8.47,8.47,8.469230769230769230,260,11,2202.00,260,100.00,0.00,0.00
18-April-2022,8.07,8.07,8.07,8.07,8.069996419620479770,44688,19,360632.00,44688,100.00,0.00,0.00
13-April-2022,8.49,8.49,8.49,8.49,8.489999817614765908,274145,57,2327491.00,274145,100.00,0.00,0.00
12-April-2022,9.81,9.81,8.89,8.93,9.023750684931506849,365000,62,3293669.00,365000,100.00,0.92,-0.88
7-April-2022,9.35,9.35,9.35,9.35,9.340000000000000000,50,1,467.00,50,100.00,0.00,0.00
6-April-2022,8.91,8.91,8.91,8.91,8.900000000000000000,50,1,445.00,50,100.00,0.00,0.00
