Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-October-2021,806.50,813.00,792.40,808.95,803.184420811712013890,152049,6158,122123388.00,65930,43.36,20.60,2.45
20-October-2021,801.00,813.80,792.40,804.85,801.780247902804758659,2278877,4536,1827158566.00,2170439,95.24,21.40,3.85
19-October-2021,816.50,827.05,798.50,801.35,812.737435415688116486,189481,6785,153998302.00,55111,29.09,28.55,-15.15
18-October-2021,812.20,818.95,802.50,813.25,810.533057617772353865,265491,6907,215189232.00,71181,26.81,16.45,1.05
14-October-2021,796.35,803.85,788.00,802.00,796.590427255173843741,154334,4811,122940987.00,62039,40.20,15.85,5.65
13-October-2021,797.00,804.30,793.00,794.20,798.497716164578334666,112530,3759,89854948.00,41929,37.26,11.30,-2.80
12-October-2021,790.80,799.65,785.70,797.00,793.681701287430632409,125599,3404,99685628.00,59566,47.43,13.95,6.20
11-October-2021,783.00,793.00,779.30,787.10,782.323895945954975844,2244795,4366,1756156770.00,2157212,96.10,13.70,4.10
8-October-2021,781.00,785.20,776.15,781.70,780.629956522875589206,114773,3348,89595242.00,32701,28.49,9.05,0.70
7-October-2021,782.05,790.00,774.15,776.80,779.787594249051655505,128118,3588,99904827.00,48258,37.67,15.85,-5.25
6-October-2021,783.40,794.00,775.75,778.85,786.810737572447614801,143552,4565,112948255.00,47861,33.34,18.25,-4.55
5-October-2021,778.65,783.70,771.65,782.50,779.275132921835849171,98178,3267,76507674.00,30819,31.39,12.05,3.85
4-October-2021,772.50,780.80,770.70,778.65,777.425760492167137897,217162,7144,168827333.00,112827,51.96,10.10,6.15
1-October-2021,764.90,771.50,754.35,768.50,767.633019704690516356,402493,7484,308966917.00,258117,64.13,17.15,3.60
30-September-2021,782.70,787.20,765.00,766.80,774.334650383141762452,158688,5208,122877617.00,66707,42.04,22.20,-15.90
29-September-2021,781.10,789.15,778.65,781.45,782.832499834769007071,90782,3172,71067100.00,38109,41.98,10.50,0.35
28-September-2021,803.00,805.35,778.00,788.95,789.132654174070913978,3585217,7658,2829211807.00,3469160,96.76,27.35,-14.05
27-September-2021,800.30,808.85,792.80,796.55,800.745709111042294229,213126,8158,170659730.00,92963,43.62,16.05,-3.75
24-September-2021,813.00,817.00,795.25,798.20,793.921586208085311760,3480880,9074,2763545771.00,3313335,95.19,21.75,-14.80
23-September-2021,795.00,814.40,793.00,812.35,791.154918304855718700,2461407,11396,1947354254.00,2347304,95.36,21.40,17.35
22-September-2021,794.70,796.70,786.40,788.40,792.809056147011086352,218106,2712,172916412.00,161254,73.93,10.30,-6.30
21-September-2021,794.25,799.05,772.35,795.15,786.458974995860241761,193248,5187,151981624.00,38997,20.18,26.70,0.90
20-September-2021,803.50,808.55,792.05,795.25,800.229330013318663501,172690,6424,138191603.00,76360,44.22,16.50,-8.25
17-September-2021,812.00,820.50,797.65,807.80,810.195673712616056406,277559,7920,224877101.00,75801,27.31,22.85,-4.20
16-September-2021,794.50,807.10,789.00,802.55,800.281959661479079100,300011,9709,240093391.00,153589,51.19,18.10,8.05
15-September-2021,796.20,797.40,786.80,791.50,791.282235998023592328,240841,5622,190573205.00,132686,55.09,10.60,-4.70
14-September-2021,792.90,801.00,791.20,794.50,797.189891263288543521,148248,3718,118181807.00,64236,43.33,9.80,1.60
13-September-2021,785.00,790.30,783.45,787.45,787.607321821470124065,86809,2184,68371404.00,30820,35.50,6.85,2.45
9-September-2021,789.80,793.65,784.30,790.00,788.398232233049334217,78404,2537,61813575.00,22222,28.34,9.35,0.20
8-September-2021,790.40,797.15,784.05,794.65,793.524653397694460975,90738,2830,72002840.00,25602,28.22,13.10,4.25
7-September-2021,799.80,799.80,782.00,787.70,788.470534607043154753,176597,6139,139241531.00,61151,34.63,17.80,-12.10
6-September-2021,802.00,805.55,795.70,800.65,800.909529566360052562,95125,3355,76186519.00,30909,32.49,9.85,-1.35
3-September-2021,802.00,809.95,787.60,797.95,798.380774093693458025,183492,7614,146496485.00,61950,33.76,22.35,-4.05
2-September-2021,794.70,805.75,792.45,803.15,800.091913732074563922,203691,4814,162971522.00,41553,20.40,13.30,8.45
1-September-2021,796.00,819.00,795.95,798.50,807.875293918474069336,531610,13188,429474585.00,95347,17.94,23.05,2.50
31-August-2021,785.70,788.65,778.50,786.40,783.914841997961264016,245250,6550,192255115.00,70347,28.68,10.15,0.70
30-August-2021,754.00,789.50,754.00,783.75,775.143252327074757326,622133,18766,482242197.00,379252,60.96,35.50,29.75
27-August-2021,746.15,759.55,740.95,752.50,751.646857203926777508,130998,3131,98464235.00,43353,33.09,18.60,6.35
26-August-2021,735.00,748.65,732.20,746.15,741.262176367200703035,118344,5645,87723931.00,33813,28.57,16.45,11.15
25-August-2021,746.50,751.45,735.20,738.90,743.031893124415341440,102624,5574,76252905.00,28710,27.98,16.25,-7.60
24-August-2021,733.15,749.50,731.65,746.30,742.883172649948270021,109221,3246,81138443.00,25357,23.22,17.85,13.15
23-August-2021,749.90,749.90,734.50,735.95,738.926585784263067606,96766,2643,71502970.00,20020,20.69,15.40,-13.95
20-August-2021,748.00,749.00,736.05,739.90,743.025953779170739194,123797,7381,91984384.00,43212,34.91,12.95,-8.10
18-August-2021,764.80,764.80,750.50,754.55,756.601215124844824107,8926161,6159,6753544259.00,8876320,99.44,14.30,-10.25
17-August-2021,760.00,760.00,749.15,756.60,753.559973179150086837,90974,4856,68554365.00,34384,37.80,10.85,-3.40
16-August-2021,755.00,765.50,755.00,761.95,762.038842647641696393,153903,7336,117280064.00,67029,43.55,10.50,6.95
13-August-2021,759.00,764.55,754.60,759.80,759.774980338484480169,97907,3673,74387289.00,29452,30.08,9.95,0.80
12-August-2021,760.00,763.10,753.40,757.15,758.635743975314043591,173702,5120,131776546.00,65284,37.58,9.70,-2.85
11-August-2021,765.00,769.00,752.85,760.85,761.195705465770837116,198252,5555,150908571.00,62976,31.77,16.15,-4.15
10-August-2021,756.00,764.00,755.40,761.15,760.913794757033248081,312800,7641,238013835.00,78979,25.25,8.60,5.15
9-August-2021,741.60,757.45,741.30,755.35,752.588559793028798314,412038,12652,310095085.00,171939,41.73,16.15,13.75
6-August-2021,748.00,757.30,738.85,741.45,748.220000875886835420,182672,5946,136678844.00,49616,27.16,18.45,-6.55
5-August-2021,754.00,754.85,743.55,749.15,750.080564469514261226,200684,8983,150529168.00,72341,36.05,11.30,-4.85
4-August-2021,739.00,757.00,739.00,753.60,742.586670534766566138,1899296,10221,1410391893.00,1711194,90.10,18.00,14.60
3-August-2021,723.00,740.90,719.55,738.50,731.417890642525540951,263009,7100,192369488.00,110053,41.84,21.35,15.50
2-August-2021,714.20,725.50,712.55,720.95,721.528516883271946696,385263,10171,277978241.00,205227,53.27,12.95,6.75
30-July-2021,719.30,719.30,707.15,709.00,713.014438804930546436,175153,5510,124886618.00,64245,36.68,12.15,-10.30
29-July-2021,721.00,728.50,715.50,717.20,722.037346046881207787,188775,5750,136302600.00,40193,21.29,13.00,-3.80
28-July-2021,738.80,738.80,712.40,722.70,720.496422447106559752,331232,9761,238651471.00,89327,26.97,26.40,-16.10
27-July-2021,752.50,756.10,729.50,731.75,740.491473607200656217,451070,11392,334013489.00,142481,31.59,26.60,-20.75
26-July-2021,756.05,760.00,745.05,756.15,753.488844933069598417,217390,5338,163800940.00,26206,12.05,14.95,0.10
23-July-2021,749.75,763.95,740.50,755.25,753.859294453141358646,200582,5226,151210605.00,53856,26.85,23.45,5.50
22-July-2021,749.00,758.60,741.25,746.50,751.043129625491304404,152146,4106,114268208.00,26545,17.45,17.35,-2.50
20-July-2021,755.50,755.50,744.25,745.80,747.617291146722711151,121808,3726,91065767.00,31792,26.10,11.25,-9.70
19-July-2021,750.00,766.65,749.60,755.15,769.293338689820947430,1197302,4666,921076453.00,1072910,89.61,17.05,5.15
16-July-2021,775.00,776.05,766.80,771.10,770.214872756806930693,103424,4063,79658703.00,41136,39.77,9.25,-3.90
15-July-2021,772.00,778.10,766.35,774.20,774.209750807267034149,122636,3726,94945987.00,32820,26.76,11.75,2.20
14-July-2021,770.00,773.25,763.95,769.95,769.068770754526291472,173155,5903,133168103.00,68646,39.64,9.30,-0.05
13-July-2021,757.00,772.80,755.05,770.80,767.202131292660678257,445082,13593,341467859.00,239598,53.83,17.75,13.80
12-July-2021,751.10,757.95,748.30,753.65,747.883699290085592454,1127319,3910,843103504.00,1047454,92.92,9.65,2.55
9-July-2021,752.00,752.95,740.25,747.05,745.561743857137988617,234744,9656,175016146.00,69221,29.49,12.70,-4.95
8-July-2021,762.00,767.00,751.95,754.45,760.582103084318387874,116914,2878,88922696.00,26847,22.96,15.05,-7.55
7-July-2021,758.00,763.95,752.45,762.65,760.287374060274697413,136077,4674,103457625.00,55635,40.88,11.50,4.65
6-July-2021,759.00,767.00,755.35,758.65,761.845483963666804103,160074,5410,121951654.00,52186,32.60,11.65,-0.35
5-July-2021,754.20,761.60,753.60,760.15,757.792975467467728944,183756,6174,139249006.00,90434,49.21,8.00,5.95
2-July-2021,746.55,752.50,744.00,750.65,748.489479532061685950,171903,4621,128667587.00,41507,24.15,8.50,4.10
1-July-2021,749.80,754.15,744.45,746.55,749.142118774835793584,146462,3792,109720853.00,14113,9.64,9.70,-3.25
30-June-2021,753.00,760.50,746.55,748.30,753.538851858829759607,392774,6224,295970469.00,240638,61.27,13.95,-4.70
29-June-2021,761.00,763.45,750.20,752.10,758.154145197333185587,108294,3733,82103545.00,24083,22.24,13.25,-8.90
28-June-2021,763.00,769.60,758.00,762.40,763.897049683483598695,260650,6939,199109766.00,71774,27.54,11.60,-0.60
25-June-2021,739.00,765.75,738.00,761.35,756.713856799575141575,380362,11001,287825196.00,214295,56.34,27.75,22.35
24-June-2021,735.00,742.85,731.00,739.05,739.339531946962136179,147291,4814,108898059.00,68827,46.73,11.85,4.05
23-June-2021,742.40,743.95,730.90,732.40,737.804769298471399985,120437,6371,88858993.00,45731,37.97,13.05,-10.00
22-June-2021,742.25,749.00,737.05,739.60,745.013237461010008228,209028,7739,155728627.00,91912,43.97,11.95,-2.65
21-June-2021,722.00,740.75,720.15,739.65,732.863852620633503693,203882,6792,149417748.00,54156,26.56,20.60,17.65
18-June-2021,740.50,743.00,722.50,736.55,730.328315856515706389,175852,5342,128429695.00,26648,15.15,20.50,-3.95
17-June-2021,743.60,745.45,736.00,738.20,740.865644458002117389,111458,3482,82575403.00,21203,19.02,9.45,-5.40
16-June-2021,749.85,756.75,746.25,749.50,751.734552415838979789,205291,5923,154324338.00,59794,29.13,10.50,-0.35
15-June-2021,735.00,751.95,732.40,750.75,747.170828274624688708,482666,12680,360633955.00,278899,57.78,19.55,15.75
14-June-2021,738.00,741.30,724.65,736.25,733.760209538212113161,146799,4773,107715265.00,27366,18.64,16.65,-1.75
11-June-2021,743.65,746.00,737.00,738.35,740.707748770610355799,110624,3730,81940054.00,32345,29.24,9.00,-5.30
10-June-2021,739.00,745.30,732.95,743.55,739.142644820356701800,139276,4279,102944831.00,30468,21.88,12.35,4.55
9-June-2021,745.00,751.45,730.05,736.55,742.361070528822372280,173858,5747,129065411.00,46602,26.80,21.40,-8.45
8-June-2021,750.70,750.70,739.50,746.10,744.763818023723196561,182859,7174,136186767.00,74885,40.95,11.20,-4.60
7-June-2021,742.10,753.70,741.35,751.10,742.643818453512382729,4216639,9569,3131460888.00,4091059,97.02,12.35,9.00
4-June-2021,749.60,760.10,740.00,742.10,748.579259023980760941,264462,6993,197970768.00,53145,20.10,20.10,-7.50
3-June-2021,743.35,752.00,739.05,750.45,746.603048422449226576,446198,12543,333132787.00,270997,60.73,12.95,7.10
2-June-2021,746.00,746.10,734.20,737.05,737.070943183257892493,173646,4935,127989421.00,57472,33.10,11.90,-8.95
1-June-2021,752.30,753.15,741.35,745.10,745.788117463500420891,186509,5476,139096196.00,39084,20.96,11.80,-7.20
31-May-2021,740.00,752.85,734.10,750.25,745.285451128840688144,404973,10906,301820485.00,169066,41.75,18.75,10.25
28-May-2021,753.60,759.75,738.35,739.95,749.128474291014293348,325606,8776,243920726.00,78341,24.06,21.40,-13.65
27-May-2021,735.20,754.00,731.05,750.25,744.348867496125886967,380087,8130,282917328.00,140255,36.90,22.95,15.05
26-May-2021,737.00,741.30,729.55,735.00,736.951412998151863065,405273,10058,298666510.00,160542,39.61,11.75,-2.00
25-May-2021,744.85,744.85,726.15,731.60,734.921992595132459849,288729,6771,212193292.00,75307,26.08,18.70,-13.25
24-May-2021,730.00,747.50,726.90,740.95,737.372855520758578400,516967,12268,381197433.00,152683,29.53,20.60,10.95
21-May-2021,708.40,733.40,706.65,730.70,721.607919300605245460,557625,13109,402386616.00,294914,52.89,26.75,22.30
20-May-2021,709.50,714.55,704.50,705.90,709.802853103714175555,311240,6217,220919040.00,115772,37.20,10.05,-3.60
19-May-2021,703.00,723.60,702.45,716.70,713.726231552747258616,748892,15507,534503865.00,209768,28.01,21.15,13.70
18-May-2021,718.00,726.20,708.55,711.90,717.927905595641396157,415913,9672,298595549.00,106249,25.55,17.65,-6.10
17-May-2021,687.00,710.00,684.80,709.25,700.882626679682069389,668951,15032,468856134.00,355807,53.19,25.20,22.25
14-May-2021,695.00,698.15,681.50,685.10,689.391431829288157680,399035,11191,275091310.00,123814,31.03,16.65,-9.90
12-May-2021,706.80,706.95,689.30,691.30,695.535517225318656751,322055,7330,224000691.00,96682,30.02,17.65,-15.50
11-May-2021,707.00,713.35,703.00,707.05,707.753067771802028728,235024,5002,166338957.00,51977,22.12,10.35,0.05
10-May-2021,720.10,724.45,714.00,715.00,719.007584097456146711,303398,7622,218145463.00,71771,23.66,10.45,-5.10
7-May-2021,719.50,726.85,714.00,716.75,720.478392836376322828,343960,9759,247815748.00,125622,36.52,12.85,-2.75
6-May-2021,721.00,722.45,710.50,715.85,715.261492090029031553,288307,6418,206214895.00,28360,9.84,11.95,-5.15
5-May-2021,708.10,718.85,700.00,717.15,711.045831710310664912,408189,8318,290241087.00,82802,20.29,18.85,9.05
4-May-2021,705.00,718.50,698.30,700.30,710.344441727484764126,531640,12417,377647519.00,127896,24.06,20.20,-4.70
3-May-2021,706.95,707.90,692.30,703.00,700.939089078453396476,494115,10223,346344518.00,75115,15.20,15.60,-3.95
30-April-2021,706.00,729.85,705.00,714.50,719.664248887615868202,809972,17748,582907891.00,210457,25.98,24.85,8.50
29-April-2021,711.35,726.85,707.00,719.55,717.683499767165105810,753753,14498,540956091.00,139825,18.55,19.85,8.20
28-April-2021,713.00,713.00,688.25,707.85,701.017016423357664233,2104320,29486,1475164128.00,844782,40.15,24.75,-5.15
27-April-2021,693.70,704.00,684.25,699.30,694.661542757512191135,880968,17119,611974590.00,154353,17.52,19.75,5.60
26-April-2021,683.00,703.95,683.00,700.40,695.343996647857587062,1355551,15976,942574250.00,616164,45.45,20.95,17.40
23-April-2021,656.00,677.40,650.65,670.85,669.662437711599030615,881384,16409,590229758.00,169030,19.18,26.75,14.85
22-April-2021,641.00,660.90,634.80,658.85,651.358638860984684800,712756,6884,464259778.00,400497,56.19,26.10,17.85
20-April-2021,654.50,662.00,642.95,651.30,654.884904532643146200,364732,9151,238857481.00,129481,35.50,19.05,-3.20
19-April-2021,651.00,653.95,631.10,648.00,638.369759144382109621,586617,17550,374478553.00,92889,15.83,22.85,-3.00
16-April-2021,668.00,674.90,662.55,669.35,668.221594069030220670,206779,5052,138174193.00,52567,25.42,12.35,1.35
15-April-2021,664.00,671.00,652.45,668.80,663.245450385926833698,434927,10718,288463354.00,133175,30.62,18.55,4.80
13-April-2021,642.00,664.70,630.70,661.25,651.399237842053217062,373151,7322,243070277.00,59723,16.00,34.00,19.25
12-April-2021,648.10,654.00,626.40,635.35,637.568072001066217879,765322,24103,487944872.00,287029,37.50,27.60,-12.75
9-April-2021,679.95,686.75,667.20,668.45,676.312976715881765599,338514,7418,228941411.00,70816,20.92,19.55,-11.50
8-April-2021,690.55,695.40,679.40,681.65,688.887027685717714612,216646,4924,149244619.00,41465,19.14,16.00,-8.90
7-April-2021,680.00,691.90,669.00,688.15,686.381893069290847752,984993,7960,676081360.00,600951,61.01,22.90,8.15
6-April-2021,689.95,693.50,675.15,677.85,684.493462235649546827,496500,17023,339851004.00,122234,24.62,18.35,-12.10
5-April-2021,706.05,708.05,677.80,685.50,688.370885210477002422,592345,16874,407753052.00,130962,22.11,30.25,-20.55
1-April-2021,706.00,716.90,695.60,713.55,706.211659832884688920,528258,12373,373061959.00,185753,35.16,21.30,7.55
31-March-2021,697.00,703.55,692.10,697.50,697.573338511406839911,453193,7003,316135354.00,62002,13.68,11.45,0.50
30-March-2021,703.20,713.20,691.05,695.10,702.679287974910137621,488803,9891,343471744.00,159947,32.72,22.15,-8.10
26-March-2021,700.10,707.25,693.00,697.95,699.473780060388092785,589189,13543,412122257.00,129915,22.05,14.25,-2.15
25-March-2021,708.00,710.00,680.00,694.70,693.885426403858803873,895407,19713,621309868.00,169883,18.97,30.00,-13.30
24-March-2021,724.50,725.00,703.60,706.45,712.577762061950275206,527423,12559,375829901.00,110118,20.88,21.40,-18.05
23-March-2021,718.25,739.00,714.15,730.75,725.591366887821685483,694234,13471,503730197.00,154993,22.33,24.85,12.50
22-March-2021,719.95,730.00,709.60,716.25,717.563362823254909585,452584,9962,324757697.00,69242,15.30,20.40,-3.70
19-March-2021,708.20,729.10,703.70,726.25,715.177244005358818767,558332,10688,399306341.00,85516,15.32,25.40,18.05
18-March-2021,730.00,743.00,707.05,717.90,724.489155883761042504,304958,7115,220938764.00,54526,17.88,35.95,-12.10
17-March-2021,737.00,741.90,724.65,727.85,733.919355326647607811,264444,4683,194080570.00,31248,11.82,17.25,-9.15
16-March-2021,749.00,751.00,736.00,737.60,741.753191250357420040,391696,8649,290541758.00,77333,19.74,15.00,-11.40
15-March-2021,753.00,753.60,717.05,744.65,731.134965569115409059,514509,10909,376175520.00,77396,15.04,36.55,-8.35
12-March-2021,772.00,776.10,745.25,750.30,762.302797931183104662,668208,7335,509376828.00,370234,55.41,30.85,-21.70
10-March-2021,750.85,765.55,749.00,760.45,758.102506360211071597,434734,8939,329572935.00,113778,26.17,16.55,9.60
9-March-2021,752.00,757.95,740.00,745.40,749.504484658563513055,386763,8546,289880603.00,62760,16.23,17.95,-6.60
8-March-2021,733.55,752.60,733.55,742.90,744.653325854750149956,693536,13456,516443889.00,209290,30.18,19.05,9.35
5-March-2021,732.00,744.00,720.80,731.20,732.407894407345575959,479200,8417,350969863.00,64454,13.45,23.20,-0.80
4-March-2021,732.80,751.00,732.05,736.75,742.544322614299404215,1364924,8738,1013516567.00,931653,68.26,18.95,3.95
3-March-2021,739.00,760.75,734.75,753.65,749.957363083335264877,949154,20828,711825031.00,468629,49.37,26.00,14.65
2-March-2021,734.70,740.25,720.00,731.40,730.867097965612760333,497103,13359,363316227.00,122334,24.61,20.25,-3.30
1-March-2021,739.90,743.15,722.30,728.95,730.532293471137002088,1231317,11780,899516832.00,816767,66.33,20.85,-10.95
26-February-2021,746.90,755.25,718.65,724.70,736.693783192116734534,884811,24635,651834763.00,229069,25.89,36.60,-22.20
25-February-2021,766.00,783.25,760.00,770.80,766.046483315251766014,2082231,23298,1595085735.00,1369233,65.76,23.25,4.80
24-February-2021,720.00,754.40,700.15,748.75,729.470605835525956886,2382990,29605,1738321159.00,1196006,50.19,54.25,28.75
23-February-2021,733.00,734.70,712.70,715.85,722.458219619341355031,788528,15347,569678535.00,216863,27.50,22.00,-17.15
22-February-2021,749.35,750.50,715.00,719.65,727.059997020632122551,644432,9225,468540728.00,123030,19.09,35.50,-29.70
19-February-2021,775.00,777.35,741.40,749.35,759.865710218103299447,399673,12252,303697808.00,80086,20.04,35.95,-25.65
18-February-2021,777.40,781.90,764.25,777.25,773.857413340243342245,339604,8896,262805073.00,60325,17.76,17.65,-0.15
17-February-2021,775.00,784.90,763.80,777.45,776.323488953381087383,476888,11871,370219356.00,89602,18.79,21.10,2.45
16-February-2021,800.00,800.00,766.80,775.30,779.865874302016422080,664593,18266,518293401.00,148299,22.31,33.20,-24.70
15-February-2021,759.90,798.70,754.05,794.50,776.104026147365792610,672802,11664,522164341.00,117614,17.48,44.65,34.60
12-February-2021,736.00,754.55,734.65,750.35,747.194419597345452871,608164,10830,454416747.00,155315,25.54,19.90,14.35
11-February-2021,732.00,744.10,731.50,740.20,739.082150676483856682,241617,4157,178574812.00,28769,11.91,12.60,8.20
10-February-2021,740.60,745.95,726.20,734.50,733.718619064983876415,4612498,5793,3384275663.00,4349530,94.30,19.75,-6.10
9-February-2021,735.10,750.20,726.50,742.40,730.383772559937079835,2596306,6114,1896299771.00,2310138,88.98,23.70,7.30
8-February-2021,725.00,747.80,725.00,736.10,732.516377173108756512,655455,9904,480131522.00,276395,42.17,22.80,11.10
5-February-2021,749.70,766.20,717.05,719.50,744.266011656120324799,1160592,21978,863789179.00,250860,21.61,49.15,-30.20
4-February-2021,731.70,745.50,720.85,744.05,732.199785659840227964,1444433,9590,1057613533.00,1012969,70.13,24.65,12.35
3-February-2021,720.90,736.80,715.85,733.60,729.307982560285739940,501155,8803,365496342.00,79920,15.95,20.95,12.70
2-February-2021,716.00,744.95,704.30,713.70,723.680333939197986665,915496,23267,662526451.00,187589,20.49,40.65,-2.30
1-February-2021,663.50,716.85,654.50,710.25,689.531925722699419425,1192612,29628,822344049.00,486219,40.77,62.35,46.75
29-January-2021,670.00,676.00,653.15,663.50,663.407587054880236638,914136,14932,606444758.00,301125,32.94,22.85,-6.50
28-January-2021,617.00,674.40,617.00,670.85,643.373249400891033501,2214956,27059,1425043439.00,961372,43.40,57.40,53.85
27-January-2021,661.50,663.60,627.50,631.90,640.403440398833135254,777468,17891,497893182.00,151866,19.53,36.10,-29.60
25-January-2021,652.20,668.15,639.70,658.60,658.949311084728409449,459055,9417,302493976.00,54866,11.95,28.45,6.40
22-January-2021,671.80,674.75,639.00,644.50,651.471105008514604538,539661,11374,351573548.00,129945,24.08,35.75,-27.30
21-January-2021,684.00,695.00,670.00,675.80,686.248882688169500342,296023,6452,203145453.00,56982,19.25,25.00,-8.20
20-January-2021,667.40,680.80,663.70,675.25,675.281644153191098665,174266,3498,117678631.00,37563,21.55,17.10,7.85
19-January-2021,663.00,671.90,660.05,668.50,667.556882463859208045,160691,3706,107270383.00,56141,34.94,11.85,5.50
18-January-2021,674.50,674.50,651.05,656.10,665.913926270196491595,401493,9648,267359780.00,104663,26.07,23.45,-18.40
15-January-2021,676.30,682.65,669.70,674.90,675.717555948982426313,298799,7071,201903730.00,79297,26.54,12.95,-1.40
14-January-2021,679.70,688.00,674.90,676.00,686.528844050053436335,950664,3695,652658257.00,813334,85.55,13.10,-3.70
13-January-2021,675.70,691.25,669.55,687.75,682.826313855200294009,557805,10819,380883932.00,146935,26.34,21.70,12.05
12-January-2021,660.55,684.75,659.15,675.70,674.191986859605983488,512009,10935,345192365.00,170233,33.25,25.60,15.15
11-January-2021,674.20,677.00,660.05,667.10,664.394322340862211398,582247,7659,386841601.00,314223,53.97,16.95,-7.10
8-January-2021,676.00,679.00,668.65,672.80,672.784376218679071124,356431,6106,239801208.00,136288,38.24,10.35,-3.20
7-January-2021,660.00,676.50,659.75,670.75,669.223118047593804833,730053,14296,488568345.00,222146,30.43,16.75,10.75
6-January-2021,663.30,666.80,649.35,654.50,659.516210795601751617,551947,8599,364017994.00,59769,10.83,17.45,-8.80
5-January-2021,619.80,667.50,618.25,664.30,647.966452003913847595,1758883,32530,1139697177.00,611255,34.75,49.25,44.50
4-January-2021,625.00,633.00,621.35,624.85,626.241914688758986636,422711,5300,264719346.00,56100,13.27,11.65,-0.15
1-January-2021,621.90,625.25,617.85,623.00,622.176289873790372361,210602,2650,131031571.00,40187,19.08,7.40,1.10
31-December-2020,624.50,625.95,616.30,620.35,620.591905365133467605,329181,4180,204287064.00,43673,13.27,9.65,-4.15
30-December-2020,632.00,634.00,618.15,624.95,624.482906087939636739,447557,8711,279491696.00,120456,26.91,15.85,-7.05
29-December-2020,620.40,632.50,618.65,630.25,627.157291242599420748,429865,5939,269592969.00,116757,27.16,13.85,9.85
28-December-2020,612.55,620.80,612.55,617.55,618.084897395643519946,570736,10796,352763302.00,288231,50.50,8.25,5.00
24-December-2020,595.00,613.70,595.00,610.35,608.368862657170491514,454920,6982,276759163.00,78939,17.35,18.70,15.35
23-December-2020,590.00,594.50,584.00,592.35,590.513612943565781756,206311,3623,121829454.00,34016,16.49,10.50,2.35
22-December-2020,582.60,593.75,568.45,589.65,580.086739053970487211,787523,18525,456831649.00,183211,23.26,25.30,7.05
21-December-2020,607.00,607.05,573.70,582.60,593.406732168460698923,747664,10036,443668851.00,105524,14.11,33.35,-24.40
18-December-2020,605.40,611.00,596.55,609.45,603.290331628034124918,563342,10903,339858782.00,167350,29.71,14.45,4.05
17-December-2020,607.35,610.95,603.15,605.40,606.113668160683617475,238730,4312,144697516.00,51509,21.58,7.80,-1.95
16-December-2020,614.70,615.00,604.85,605.90,608.884068244667693068,270849,4365,164915641.00,59844,22.09,10.15,-8.80
15-December-2020,615.10,615.10,602.50,606.90,606.687966278722769322,509352,11426,309017729.00,106463,20.90,12.60,-8.20
14-December-2020,614.25,623.50,612.35,615.90,618.208099706918499659,506685,9928,313236771.00,167570,33.07,11.15,1.65
11-December-2020,627.10,631.55,608.55,613.30,619.843748313860584805,481870,10729,298684107.00,106677,22.14,23.00,-13.80
10-December-2020,626.70,632.35,620.55,627.05,626.792456878406748451,368203,5058,230786863.00,61568,16.72,11.80,0.35
9-December-2020,620.45,636.40,618.65,634.05,629.141449158383515925,441056,7268,277486611.00,94264,21.37,17.75,13.60
8-December-2020,619.90,623.60,611.90,620.45,619.212471402733359684,417435,6080,258480958.00,126472,30.30,11.70,0.55
7-December-2020,616.00,624.25,613.00,619.05,618.107741540778389571,637470,14390,394025142.00,185996,29.18,11.25,3.05
4-December-2020,603.55,616.45,603.50,614.55,610.394984282058173914,427855,6941,261160546.00,84924,19.85,12.95,11.00
3-December-2020,610.10,611.10,600.50,602.60,607.652444771923666408,1321882,10618,803244829.00,953454,72.13,10.60,-7.50
2-December-2020,607.00,613.40,601.15,608.25,606.636993239811097855,344517,5619,208996757.00,43515,12.63,12.25,1.25
1-December-2020,609.00,611.75,596.25,603.45,602.352413251326857120,521910,11071,314373748.00,117583,22.53,15.50,-5.55
27-November-2020,612.80,615.00,599.00,602.10,607.055770021704517227,491142,10972,298150585.00,101158,20.60,16.00,-10.70
26-November-2020,601.00,618.00,594.10,612.80,607.818935377772024688,849785,19722,516515414.00,213714,25.15,23.90,11.80
25-November-2020,625.90,630.00,596.00,600.00,613.228159521714910184,657014,11648,402899486.00,125877,19.16,34.00,-25.90
24-November-2020,603.20,622.40,601.00,619.55,612.615824572031071267,960759,20466,588576167.00,308965,32.16,21.40,16.35
23-November-2020,611.50,612.70,593.05,595.60,600.896690640325838086,562979,9306,338292218.00,78943,14.02,19.65,-15.90
20-November-2020,614.20,616.00,592.10,607.70,603.180920564566459966,849218,14928,512232095.00,57523,6.77,23.90,-6.50
19-November-2020,620.05,632.80,609.30,611.20,622.642429466484874238,496537,10860,309165004.00,94685,19.07,23.50,-8.85
18-November-2020,626.45,640.00,622.20,636.20,631.860312296277900226,805325,16008,508852906.00,195190,24.24,17.80,9.75
17-November-2020,613.60,630.80,609.30,628.80,618.795235330474032176,800895,13823,495590010.00,364480,45.51,21.50,15.20
14-November-2020,613.55,618.10,605.60,613.45,615.287678634515340228,144359,5114,88822314.00,51401,35.61,12.50,-0.10
13-November-2020,595.70,612.15,584.30,610.45,598.416393018996521126,1547915,11990,926297711.00,1001717,64.71,27.85,14.75
